"year","vat_rate_avg","observations"
"1975",15.6269230769231,13
"1985",17.2976470588235,17
"1995",17.675,32
"2005",17.7694444444444,36
"2007",17.7277777777778,36
"2008",17.7,36
"2009",17.7277777777778,36
"2010",18.1305555555556,36
"2011",18.6416666666667,36
"2012",18.7805555555556,36
"2013",18.975,36
"2014",19.0972222222222,36
"2015",19.1944444444444,36
"2016",19.1666666666667,36
"2017",19.2777777777778,36
"2018",19.2694444444444,36
"2019",19.2694444444444,36
"2020",19.325,36
